NASA Surface meteorology and Solar Energy: Global Data
Monthly Averaged Insolation Clearness Index (0 to 1.0)

Monthly average for July 1983 - June 1993

Lat Lon Jan Feb Mar Apr May Jun Jul Aug Sep Oct  Nov  Dec
-89 -116 0.77 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -115 0.77 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -114 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -113 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -112 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -111 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -110 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -109 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -108 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -107 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -106 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -105 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -104 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -103 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -102 0.76 0.71 0.31 na na na na na 0.35 0.59 0.79 0.80
-89 -101 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -100 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -99 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -98 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -97 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -96 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -95 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -94 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -93 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -92 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -91 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -90 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -89 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -88 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -87 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -86 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -85 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -84 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -83 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -82 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -81 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -80 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -79 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -78 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -77 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -76 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -75 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -74 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -73 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -72 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -71 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -70 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -69 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -68 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -67 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -66 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -65 0.76 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -64 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -63 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -62 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -61 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -60 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -59 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -58 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -57 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -56 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -55 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -54 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -53 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -52 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -51 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -50 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -49 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -48 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -47 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -46 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -45 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -44 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -43 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -42 0.76 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -41 0.77 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -40 0.77 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -39 0.77 0.71 0.31 na na na na na 0.35 0.61 0.79 0.80
-89 -38 0.77 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -37 0.77 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -36 0.77 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -35 0.77 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -34 0.77 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -33 0.77 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -32 0.77 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -31 0.77 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -30 0.77 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -29 0.77 0.71 0.31 na na na na na 0.35 0.60 0.79 0.80
-89 -28 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
-89 -27 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
-89 -26 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
-89 -25 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
-89 -24 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
-89 -23 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
-89 -22 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
-89 -21 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
-89 -20 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
-89 -19 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
-89 -18 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
-89 -17 0.77 0.71 0.31 na na na na na 0.35 0.60 0.80 0.80
