<SIZE>198
<LANG>EN,FR,DE
<STATE>Diekirch,DD
Urspelt,Urspelt,Urspelt,50.1,6
Useldange,Useldange,Useldange,49.8,6
Vianden,Vianden,Vianden,49.9,6.2
Vichten,Vichten,Vichten,49.8,6
Wahl,Wahl,Wahl,49.8,5.9
Wahlhausen,Wahlhausen,Wahlhausen,50,6.1
Walsdorf,Walsdorf,Walsdorf,49.9,6.2
Warken,Warken,Warken,49.9,6.1
Watrange,Watrange,Watrange,49.9,5.8
Weicherdange,Weicherdange,Weicherdange,50,6
Weiler,Weiler,Weiler,50.1,5.9
Weiler-lès-Putscheid,Weiler-lès-Putscheid,Weiler-lès-Putscheid,50,6.1
Weiswampach,Weiswampach,Weiswampach,50.1,6.1
Welscheid,Welscheid,Welscheid,49.9,6.1
Wiltz,Wiltz,Wiltz,50,5.9
Wilwerdange,Wilwerdange,Wilwerdange,50.1,6
Wilwerwiltz,Wilwerwiltz,Wilwerwiltz,50,6
Wincrange,Wincrange,Wincrange,50.1,5.9
Winseler,Winseler,Winseler,50,5.9
Wolwelange,Wolwelange,Wolwelange,49.8,5.8
